time,error_original,error_method1,error_method2,error_method3,error_method4,similarity_top1,similarity_mean,momentum1_magnitude,momentum2_magnitude,momentum3_magnitude,momentum4_magnitude
29,0.1428114713169416,0.023656564802386988,0.471958672825076,0.11669488943987474,0.6343212092617914,0.8767667902196503,0.8718025895370538,0.11553439285602127,0.5475235338261993,0.12869486015500883,0.6610017233083156
30,0.18373406769759518,0.04727625833585808,0.4154300731212261,0.0884458015119663,0.6034414008309473,0.9785657305027867,0.9750067983932131,0.12448997082567777,0.36263187297016025,0.08554910671195758,0.5949013733895865
31,0.2905573643690845,0.020241403795885213,0.43313407297309686,0.06827218728742014,0.591646936987235,0.8874775346683076,0.8807716819561818,0.12546333267500848,0.562078376370428,0.13212108121723146,0.6690192594738569
32,0.2535688641272671,0.09442800341494212,0.3730034464411655,0.03586814775312905,0.555806445107732,0.9774790121980769,0.9746784612161076,0.11395545582161727,0.37711595100274065,0.08898981001451724,0.6021171577686719
33,0.14994582588270786,0.031083643540807917,0.4265824087599791,0.0524950813466277,0.5805282021588207,0.8707795556173793,0.8632593458953665,0.13066381777689204,0.5706139073911869,0.134104445424322,0.6756213034307461
34,0.04848038760116125,0.04393035218536357,0.427171687609638,0.08184725942522046,0.6061987979941988,0.9750402547569449,0.9736094798936404,0.1088426844961865,0.38480563757352604,0.0906766629045747,0.6080589971504801
35,0.1253798350297899,0.0382915007072884,0.499280519102223,0.11845251149665738,0.6509375978323785,0.8570503621387501,0.8525397789046114,0.13233593228317594,0.5754073902667713,0.1351149827625977,0.6814045433990021
36,0.16638869740766837,0.009618997658819838,0.46479158924597375,0.11376308316005904,0.6423645992563289,0.978120526561527,0.9725957060775963,0.10647363856144478,0.3908243991205655,0.09204120679138472,0.6132639152505739
37,0.15240248555709784,0.048549217458090876,0.5125513467849426,0.12596309060648528,0.6623469590128512,0.8721458383109033,0.8648892379428277,0.13943789047070862,0.5850486224030431,0.13734121315371253,0.6866118899481706
38,0.130922327153239,0.006040196719320972,0.4832118658112236,0.12608400873451672,0.6581119248189266,0.9792921764737575,0.9745809931554508,0.09957993804241864,0.40001061874497384,0.09414648937934668,0.6179505282045532
39,0.22360628195718635,0.025493348100691853,0.4921972748395807,0.1001054606705217,0.6399093828568271,0.8555265402168485,0.8499800925342683,0.14232701248582427,0.5904547584031902,0.13859741790596097,0.6915114278471199
40,0.33268150528561474,0.07601117789949197,0.4035575177746668,0.04085911607988798,0.5759627376420414,0.9769740236742911,0.9737114664640514,0.09447940603243575,0.4069499984514906,0.09585914438940446,0.6223601149937539
41,0.5239263109984754,0.12075491013517273,0.3481342105687869,0.049049125895824365,0.4939871029850008,0.8422873025969027,0.8383182161309405,0.145434427073629,0.5956348608470313,0.14001480628900606,0.6967285570980508
42,0.7552822655692659,0.3064295207527653,0.17507674368723164,0.1926924397355574,0.34542354088072647,0.974646000968839,0.9724607079540654,0.08803248556922667,0.41488484652834173,0.09810371023759545,0.6270555355750393
43,0.7870502915765171,0.38161960045444576,0.08885427675761173,0.3155790683248056,0.2298688708642249,0.8727904260331361,0.8672695775848309,0.16168745040865676,0.6127891140640342,0.14449294044243455,0.7021582769775935
44,0.8981587223586259,0.5663131123901167,0.08327988633113469,0.4601352507229201,0.0796895944999356,0.9801664465804828,0.9754932180203937,0.07302409439125095,0.43155870729321893,0.10249303801980438,0.6319422856906162
45,0.8060661070124739,0.5673214351834434,0.09569680572173886,0.5092647345489193,0.03784897466766409,0.8597374531436643,0.8502813103975008,0.17248484650200752,0.6239893496409307,0.14755661207339982,0.7070748354139078
46,0.8980730693793687,0.6688122795349354,0.18485553505583557,0.5709637295992511,0.029724072809103278,0.9822926576252339,0.9767049114018009,0.06277210090201661,0.442492596287811,0.10545003609921594,0.6363671896501344
47,0.9444147953833189,0.64859239752251,0.17617055766862,0.5983740246366707,0.049633005934112885,0.8500519143703718,0.8408842251945187,0.18049475375619317,0.6326770650728828,0.15000330753587393,0.7119186433599468
48,1.1902471147009868,0.80814942453459,0.3235009903177513,0.7175464615254461,0.1746936122108735,0.980247164193285,0.9738676301681014,0.05274637285451639,0.4530049763123682,0.10842152582606372,0.6407266200182149
49,1.1787953117162222,0.8140480790205373,0.34115934693295236,0.7730502274693999,0.2231893079018097,0.882234486853737,0.8724507008978583,0.20035162337049914,0.6527795130920554,0.1552777683363146,0.7168954935636874
50,1.1558365878067631,0.9012871681388064,0.416249550276147,0.8214923684078383,0.27808048134523183,0.9796915739896676,0.972990340256661,0.03387244172728767,0.47207680420313886,0.11337985698516106,0.6452057863428284
51,1.2201171215621152,0.8854278858754316,0.41195459881264834,0.8541382383286104,0.30338964476916186,0.8499745984400199,0.8435157417554484,0.20944139889646382,0.6629725221964846,0.15811392491513357,0.721611126924777
52,1.3324602869885238,1.0039140102874082,0.5178474415528684,0.9329544923988783,0.3886818834946588,0.9863422881545925,0.9762088328719217,0.025156599801252958,0.4828373496998343,0.11639073077673635,0.6494498590611657
53,1.3156275688630756,0.9858755569478616,0.5110208462879265,0.9622753974378442,0.41038621746159204,0.8435014485077489,0.8376768110302552,0.21672590757447216,0.6722675376899806,0.16076927507565936,0.7261809743341695
54,1.3262745651659373,1.0727063778449937,0.5846711762005183,1.007474308162631,0.46178194270857215,0.9939121867283506,0.9803834190476411,0.019337134957086076,0.49160691082381086,0.11887457264188417,0.6535627229497077
55,1.4960951396738917,1.104827680174792,0.6274858333440753,1.086868822273041,0.5336375831877911,0.8611066430104882,0.8569944565402807,0.22847889594526108,0.6871543051729962,0.16472674126523904,0.7307635271439438
56,1.4465449770915282,1.1818797487273083,0.691405695974422,1.1232582264497446,0.5766354678684356,0.9901515970838062,0.98090395253341,0.006437927234663564,0.5064410440749713,0.12283070084659359,0.6576870225050521
57,1.4039740023510727,1.1369679109406556,0.6578475936675559,1.126460378960074,0.5724261226630197,0.8624590902018442,0.8529499698331786,0.24088561180947277,0.6997568387680652,0.16807036700980094,0.7347134411997001
